scully_lines,season,episode
"SCULLY: Father, do you believe that  God has His reasons?  ",5,17
SCULLY: What is it?  ,5,17
SCULLY: Trying to reach me for what?  ,5,17
SCULLY: Theres no one here.  ,5,17
"SCULLY: (to ROBERTA, quietly) My name is Dana. Im going to get you out of there, okay? Im not going to hurt you.  ",5,17
SCULLY: Im going to take you someplace safe.  ,5,17
SCULLY: Everythings going to be fine.  ,5,17
"SCULLY: No, its okay. Its all right. Stay here. Its okay. Stay  Just stay here! Its going to be okay.  ",5,17
SCULLY: Emily.  ,5,17
"SCULLY: Emily? Emily?! Oh, God.  ",5,17
SCULLY: I felt sure of it.  ,5,17
"SCULLY: No. I thought I could, Father, but I cant.  ",5,17
SCULLY: Yes.  ,5,17
"SCULLY: You mean, accepting my loss?  ",5,17
SCULLY: Maybe thats what faith is.  ,5,17
SCULLY: (looking at a bus on monitor) There. The bus.  ,5,18
SCULLY: Whats he looking at?  ,5,18
"SCULLY: Mulder, hes watching you.  ",5,18
SCULLY: What just happened? Whats happening?  ,5,18
SCULLY: I cant see anything! Theres   ,5,18
SCULLY: There he is! Hes heading west. Hes on the move! Hes on the move!  ,5,18
SCULLY: What? What! What? What are you seeing?  ,5,18
SCULLY: What?  ,5,18
SCULLY: Wheres Mulder?  ,5,18
"SCULLY: Mulder, respond!  ",5,18
"SCULLY: I cant see a thing. Mulder, suspect is armed and dangerous. Pursue Alpha with extreme caution.  ",5,18
SCULLY: Mulder! Damn it!  ,5,18
SCULLY: What happened?  ,5,18
SCULLY: What do you mean?  ,5,18
"SCULLY: I came in early. I wanted to take a look at the surveillance tape to make sure I wasnt crazy. What happened out there, Mulder?  ",5,18
"SCULLY: There were 12 agents yesterday in the park. We had ownership of the suspect. We were in position to make the capture and you let him get away. And from what I see now, you may have aided in his escape.  ",5,18
"SCULLY: Its on the video, Mulder. I cant prove it was you, but I know what I saw. This man is a murderer. He is a terrorist. I have a report to give this morning. I expect you to give me an answer. I expect you to tell me the truth.  ",5,18
SCULLY: He was killed by means of a highly toxic biological agent.  ,5,18
"SCULLY: We dont know. Its affect on the dermis and the soft tissues, the rapidity of its action  it is not a disease known in nature. It would seem to be genetically engineered. A bioweapon.  ",5,18
SCULLY: Level Four decontamination procedures were undertaken immediately. Our best indications are that exposure was limited and that the toxin was transmitted directly and not contagious.  ,5,18
"SCULLY: At this point, we can only guess that the toxin was transmitted by liquid or gas, touch or injection.  ",5,18
SCULLY: Mulder.  ,5,18
SCULLY: (with attitude rings lobby bell) Maybe you can tell me whats going on.  ,5,18
"SCULLY: There seems to be a problem. A man just told me you gave him keys to my room, room 130.  ",5,18
SCULLY: Who am I? Who is he?  ,5,18
SCULLY: Mr. Kaplan.  ,5,18
SCULLY: Thank you. (starts to exit)  ,5,18
SCULLY: Not even close.  ,5,18
SCULLY: Shi.!  ,5,18
SCULLY: Exactly what agency are you from? Obviously not the Office of Information.  ,5,18
SCULLY: What the hell is going on?  ,5,18
SCULLY: What about my life? I dont appreciate being run off the road.  ,5,18
SCULLY: I dont know what youre talking about.  ,5,18
SCULLY: His true mission?  ,5,18
SCULLY: Why him? Why choose Agent Mulder?  ,5,18
SCULLY: To what aim?  ,5,18
SCULLY: Youve put Agent Mulders life in danger by not telling me.  ,5,18
"SCULLY: Including letting this man Haley get away with murder? Sir, we know nothing about this bioweapon. We dont know what they want to use it for. We dont even know if they have the capacity to store it safely. Putting Agent Mulder in this situation is extremely risky.  ",5,18
SCULLY: What are you reading in there?  ,5,18
SCULLY: (taking kit from the TECH) Thank you.  ,5,18
SCULLY: I dont know. But its going to help us establish a method of delivery. (looks closely at one of the dead patrons whose skin has been dissolved) Its doubtful the pathogen was airborne. They found no atmospheric traces. So its got to be something that everybody touched.  ,5,18
SCULLY: Dont be alarmed.  ,5,18
SCULLY: Mulder   ,5,18
SCULLY: I know what youre doing. Skinner told me everything.  ,5,18
SCULLY: What happened to your hand?  ,5,18
"SCULLY: Oh, Mulder, what did they do to you? God, this needs to be set. Youre in pain.  ",5,18
SCULLY: Lets get the swelling down.  ,5,18
"SCULLY: Theyve killed again, Mulder. 14 people in a movie theatre in Ohio. The same toxin they released in the park.  ",5,18
SCULLY: Unless it was a test for something bigger.  ,5,18
"SCULLY: (voice) Why do this to you, Mulder?  ",5,18
SCULLY: (voice) What stopped him?  ,5,18
SCULLY: Its a bacterium.  ,5,18
SCULLY: Was the bacterium also found on the ticket stub?  ,5,18
"SCULLY: Well, then how was the biotoxin spread throughout the theatre?  ",5,18
SCULLY: It looks like streptococcus.  ,5,18
SCULLY: But strep wouldnt be able to survive any kind of exposure to the environment.  ,5,18
SCULLY: Developed by the Russians?  ,5,18
"SCULLY: Well, then by whom?  ",5,18
"SCULLY: (on phone) The biotoxin was applied to the bearer bond with an aerosol spray, but there is no evidence whatsoever of it on the theatre stubs. Now, I still have no idea how these kids were unaffected.  ",5,18
"SCULLY: (on phone) Sir, are you alone?  ",5,18
SCULLY: (on phone) Id like to speak with you in private.  ,5,18
"SCULLY: (on phone) Thank you. Now, CIA Intelligence suggested that this biotoxin was stolen from the Russians, but my research indicates that it was almost certainly developed domestically.  ",5,18
"SCULLY: (on phone) Yes, sir, thats what weve been told, but the CDC database contains evidence of a streptococcus bacterium being developed by the Armys Pine Bluff Facility in the 1960s. It appears to be a very primitive strain of what were seeing here.  ",5,18
SCULLY: (on phone) What Im saying is that the bioweapons program may have continued in secret and that someone may be sending Agent Mulder on a suicide mission.  ,5,18
"SCULLY: (to herself) Oh, damn. (realization) The money. Oh, my God, the money.  ",5,18
SCULLY: (taped) What stopped him?  ,5,18
"SCULLY: Director Skinner, youve got to get to Mulder. Youve got to find the bank that they hit..  ",5,18
SCULLY: Agent Mulders life is in danger -- and anybody else who touches the currency at that location. Theyre putting the biotoxin on the money.  ,5,18
SCULLY: Youve got no choice.  ,5,18
"SCULLY: Well, hes got to be on there somewhere.  ",5,18
SCULLY: Mulder.  ,5,18
SCULLY: We got here an hour ago before any of the funds were touched or transferred. The cash supply is being isolated. Its being locked down in the vault.  ,5,18
SCULLY: I recognized you from the surveillance tape.  ,5,18
SCULLY: Your finger.  ,5,18
"SCULLY: Mulder, before you go any further you should know that the biotoxin they used may have come from government labs. Our government.  ",5,18
SCULLY: You knew about this all along. You knew about this the whole time!  ,5,18
SCULLY: Sir?  ,5,19
SCULLY: A threat assessment for whom?  ,5,19
SCULLY: What do you mean?  ,5,19
"SCULLY: Youre saying ""I"" a lot. I heard ""we."" Nor do I assume that this case is just a waste of our time.  ",5,19
SCULLY: Mulder   ,5,19
"SCULLY: (on phone, voice) Scully.  MULDER: (on phone) Hi. Its me. I need you to check on something.  ",5,19
"SCULLY: (on phone, voice) What?  ",5,19
SCULLY: (on phone) On the case thats a total waste of time?  ,5,19
SCULLY: (on phone) Which one? Theres hundreds.  ,5,19
"SCULLY: (to herself, not overjoyed) ""Hiding in the light."" (gets up to go look for the file)  ",5,19
"SCULLY: (on phone) ""Hiding in the light."" That was a phrase spoken by one Jerrold Resnick to a Lakeland, Florida police investigator on August 9, 1992.  ",5,19
"SCULLY: (on phone) Well, Mr. Resnick was a deacon of his local church and apparently he was concerned that there was an evil presence amongst his fellow parishioners and that he alone was aware of that fact.  ",5,19
"SCULLY: (on phone) Not as such. He showed up for mass one Sunday with four handguns and he began wounding people saying, ""The afflicted ones wouldnt bleed."" He committed suicide a week later in his cell.  ",5,19
SCULLY: (on phone) I told you so.  ,5,19
SCULLY: Whos the agent in charge?  ,5,19
SCULLY: Im Scully. Agent Mulders partner. What can you tell me?  ,5,19
SCULLY: Whos inside?  ,5,19
SCULLY: No. Not until we get a clear idea of the situation.  ,5,19
"SCULLY: If you make a phone call right now, it could compromise Agent Mulder. Sir, we need to find another way.  ",5,19
SCULLY: No. If it was safe to do so he would have called us already.  ,5,19
"SCULLY: (calm, but worried) Who?  ",5,19
SCULLY: Give it to him.  ,5,19
SCULLY: Is he getting this?  ,5,19
SCULLY: (gently) You look exhausted.  ,5,19
SCULLY: Agent Rice has the situation in hand. Lets get you out of here. Mulder?  ,5,19
"SCULLY: Uh, no, Mr. Pincus. Thank you very much for your patience.  ",5,19
SCULLY: (to Mulder) Whats going on?  ,5,19
"SCULLY: Mulder, why didnt you take the day off?  ",5,19
SCULLY: Have you slept?  ,5,19
SCULLY: What exactly is it you think you have here?  ,5,19
"SCULLY: Mulder, youre not serious.  ",5,19
SCULLY: No.  ,5,19
"SCULLY: Well, what youre describing would be more like some kind of a visual agnosia, an inability to recognize whats before ones eyes.  ",5,19
"SCULLY: Mulder, he was disturbed.  ",5,19
SCULLY: He was mentally ill. This monster was a sick fantasy  a product of his dementia.  ,5,19
"SCULLY: (pauses before answering) No. No, I mean, this  this kind of thing is not uncommon. You  you went through a terrible ordeal and sometimes people in close associations under tense conditions, the delusions of one can be passed on to the other.  ",5,19
SCULLY: How?  ,5,19
"SCULLY: No. No, absolutely not.  ",5,19
"SCULLY: Mulder, I am not going to serve the delusions of Gary Lambert, a madman, by giving credence to them.  ",5,19
SCULLY: Mulder   ,5,19
SCULLY: Sir? You wanted to see me?  ,5,19
SCULLY: Sir?  ,5,19
SCULLY: Agent Mulder believes that there may be a connection between the Oak Brook incident and several other cases.  ,5,19
"SCULLY: To the best of my knowledge, Agent Mulder is currently working on a legitimate investigation. I will join him in Illinois immediately.  ",5,19
"SCULLY: Ill get right on it, sir. (starts to leave)  ",5,19
"SCULLY: (looks back at him) No, sir.  ",5,19
"SCULLY: Lets start with the photos. In fact, lets just do photos. External exam only.  ",5,19
SCULLY: Knock yourself out.  ,5,19
"SCULLY: (phone still ringing) Come on, Mulder.  ",5,19
"SCULLY: (turning, surprised) No. This man died late yesterday afternoon.  ",5,19
SCULLY: Absolutely.  ,5,19
SCULLY: More or less what we thought wed find.  ,5,19
"SCULLY: The body showed signs of decomposition beyond what we expected to find which, in and of itself means nothing, really. Time of death is notoriously hard to quantify.  ",5,19
"SCULLY: No, Mulder  ",5,19
"SCULLY: Mulder, the case is over. Theres no more evidence to be gathered. Theres only my hope that youll be able to see past this delusion.  ",5,19
SCULLY: I wish it were that simple.  ,5,19
SCULLY: No. Lets flip him.  ,5,19
SCULLY: Yep. Give me a hand.  ,5,19
"SCULLY: (showing her badge) Ive come a long way, and I know he wants to see me, so what do you say?  ",5,19
"SCULLY: I believe that Agent Mulder is mentally sound and fit for duty. Aside from that belief, I can only present to you the few hard facts that Ive been able to gather. That, as per Agent Mulders assertions a toxin has been found to have been injected into the spine of the shooting victim, Mark Backus. As of yet, weve been unable to identify it. Furthermore, Gregory Pincus has apparently disappeared without a trace along with half a dozen other key witnesses integral to this investigation  among them, Agent Mulders nurse at the hospital and several VinylRight employees.  ",5,19
SCULLY: (sighs) I can personally vouch for the fact that there was an intruder in Agent Mulders hospital room.  ,5,19
SCULLY: (pause) It was dark.  ,5,19
SCULLY: The truth  as well as I under stand it.  ,5,19
SCULLY: Folie A Deux. A madness shared by two.  ,5,19
SCULLY: (quietly) Mulder  what are you doing?  ,5,20
"SCULLY: How long have you been with the Bureau, Agent Fowley?  ",5,20
SCULLY: And they brought you on this because of a terrorism angle?  ,5,20
SCULLY: 1991. (to MULDER) Thats about when you started work on the X-Files.  ,5,20
"SCULLY: (suppressing a smile) Your parents are going to pick you up on Friday, Gibson, to take you back home.  ",5,20
SCULLY: Mulder  (he turns to her) What was that all about?  ,5,20
"SCULLY: Mulder, hes recognized internationally as a prodigy. Hes beaten Grand Masters.  ",5,20
"SCULLY: Mulder, he was goofing on you. He was playing along. Youre positing that this kid can read minds.  ",5,20
"SCULLY: We have seen cases, Mulder, of fakers and lucky guessers but no one that has ever been able to stand up to any kind of rigorous testing. (DIANA comes out of the room and watches MULDER and SCULLY.) No one who has gone so far as to claim that they can zero in on the mind of one person in a crowd of thousands.  ",5,20
SCULLY: Who? Who are you talking about?  ,5,20
"SCULLY: Say that what youre suggesting were even possible, whod want to kill a kid whose abilities would offer you the ultimate advantage  I mean in business, in war, in anything?  ",5,20
"SCULLY: So, you two know each other?  ",5,20
SCULLY: How you doing?  ,5,20
"SCULLY: Hmm  Theyre a little scary, arent they?  ",5,20
SCULLY: About what? About you?  ,5,20
SCULLY: Its amazing. Its hard to believe.  ,5,20
SCULLY: Whered you see that?  ,5,20
"SCULLY: (not looking at DIANA, very tense) I have to disappear for a bit.  ",5,20
SCULLY: (on monitor) Is somebody going to let me in?  ,5,20
SCULLY: Thank you.  ,5,20
SCULLY: I need your help.  ,5,20
SCULLY: Youve all heard of Gibson Praise the chess wunderkind. These are a series of scans and neural electrical outputs of his brain and brain processes. (She places the images of GIBSONs brain on a lighted viewer.) There seems to be some suspicion that hes a fraud.  ,5,20
"SCULLY: Well, apparently, he wins by reading his opponents minds.  ",5,20
SCULLY: Analyze the data  with an eye to the parapsychological.  ,5,20
"SCULLY: (not looking at them, switching off the viewer) First  I want you guys to tell me who Diana Fowley is.  ",5,20
SCULLY: Then you know her.  ,5,20
"SCULLY: Well, she claims to have worked closely with him for a while.  ",5,20
SCULLY: Well  Why dont you boys see what you can find?  ,5,20
"SCULLY: (on phone) Mulder, its me.  ",5,20
"SCULLY: (on phone) Im, uh, Im on my way to work. I was hoping I could show you something. Something about the boy.  ",5,20
"SCULLY: (on phone, voice) Uh, no, Id ... Id prefer to show you at work if thats okay.  ",5,20
SCULLY: (on phone) I think youll be surprised. Very surprised.  ,5,20
SCULLY: (uncomfortable with what shes saying) Ive conducted some tests on Gibson Praise and have come up with some rather unexpected conclusions: ones which I myself have difficulty reconciling with what I know.  ,5,20
SCULLY: Neurological tests. Mapping of brain functions using a very high resolution EEG.  ,5,20
"SCULLY: The tests revealed something peculiar in an area of the brain that we are only beginning to understand. An area of the temporal lobe that neurophysicists are calling the ""God nodule.""  ",5,20
"SCULLY: All of the boys brain processes are showing extraordinary activity in exactly this part of the brain. Which is not just abnormal or anomalous, but from what I know absolutely unheard of.  ",5,20
SCULLY: You mischaracterize what Ive said. This would be quantifiable scientific proof of everything Agent Mulder and I have investigated over the past five years.  ,5,20
SCULLY: Gibson?  ,5,20
SCULLY: Id like to ask you something.  ,5,20
SCULLY: How do you do it?  ,5,20
SCULLY: Is that why you like chess? Cause its just one thought that you hear?  ,5,20
SCULLY: Why else do you like it?  ,5,20
SCULLY: (laughs softly) Is that what people do?  ,5,20
SCULLY: Why?  ,5,20
SCULLY: You think I dont care?  ,5,20
"SCULLY: (to GIBSON) Well, well talk about this later, okay?  ",5,20
"SCULLY: (at door) Nobodys going to do anything to you, Gibson. I promise.  ",5,20
SCULLY: What about the boy? Is he here?  ,5,20
SCULLY: (on phone) We knew there were risks going to the Attorney General.  ,5,20
"SCULLY: (on phone) Yes, sir.  ",5,20
SCULLY: (on phone) I understand.  ,5,20
"SCULLY: (on phone) Yes, Im - Im here with him now.  ",5,20
SCULLY: (on phone) Ill communicate that to him. Is there anything else  any other news?  ,5,20
"SCULLY: (on phone) Right. Well, Ill be here if you need to reach me.  ",5,20
SCULLY: (pauses and sighs) They have her on maximum pressers but shes barely maintaining her pressure.  ,5,20
SCULLY: There are talks going on right now about reassignment.  ,5,20
SCULLY: Both of us. These talks included instructions from the Justice Department to close down the X-Files.  ,5,20
"SCULLY: (sad and tired) Mulder, whatever you may believe, this time they may have won.  ",5,20
"SCULLY: Mulder, I was hoping it wouldn't come up.  ",6,1
"SCULLY: Mulder, let me remind you once again... What I saw was very little.  ",6,1
"SCULLY: Mulder, yes there is a scientific basis for what happened to me. I was exposed to a virus but as it turns out, Mulder, that virus is not what you thought. Look, I can't identify it, Mulder-- I have run three separate tests--but I can tell you without a doubt that that virus' DNA and proteins are very much of this world.  ",6,1
"SCULLY: It attacks and destroys human cells but that is all it does, Mulder. It creates nothing. Look, I don't like telling you this... And I know that you don't want to hear it... Not that you can't question me and what I saw but what you can't question is the science.  ",6,1
"SCULLY: Mulder, I just want to remind you that by not informing local PD we are in technical violation of state laws prohibiting contamination of a crime scene. (She realizes MULDER is not listening. Under her breath.) Why do I bother?  ",6,1
SCULLY: What are they?  ,6,1
SCULLY: With what kind of weapon?  ,6,1
"SCULLY: His bare hands? Mulder, this is hardwood.  ",6,1
SCULLY: This kind of gouging didn't happen with anybody's bare hands. Not without the use of some kind of an implement. What is that?  ,6,1
SCULLY: Is it animal?  ,6,1
SCULLY: So the attacker never left.  ,6,1
SCULLY: (warning him) Mulder...  ,6,1
"SCULLY: Mulder, given the scenario that you just described, the rate of gestation would have been less than a day. It would have been about 12 hours, in fact. Okay, forgive the scientific argument just for a moment but you're saying this was done by something newborn?  ",6,1
"SCULLY: Mulder, there isn't anything in the animal kingdom capable of this ferocity. ]  ",6,1
"SCULLY: Mulder, that doesn't mean that I can just accept your theory.  ",6,1
"SCULLY: Mulder, I know what you did. I know what happened to me but without ignoring the science, I can't... Listen, Mulder  (close up of her hand grasping his) You told me that my science kept you honest. That it made you question your assumptions. That by it, I'd made you a whole person. If I change now... It wouldn't be right... or honest.  ",6,1
SCULLY: We received a call that a man was killed here.  ,6,1
"SCULLY: (taking his arm) Let's get out of here, Mulder.  ",6,1
"SCULLY: You weren't getting anywhere, Mulder. It was only making it worse.  ",6,1
"SCULLY: How do they know? Mulder, how do you know?  ",6,1
"SCULLY: Oh, my God. Gibson. Sorry, sweetie. Gibson? Gibson? Gibson, sweetheart? Oh, God.  ",6,1
"SCULLY: (looking down) No. No, you've been worked on by some good doctors. They did a fine job with your stitches.  ",6,1
"SCULLY: They should have changed your bandages, Gibson. You've got some swelling and some infection and you've got a fever. Why did they do this to you?  ",6,1
SCULLY: Communicate with what?  ,6,1
"SCULLY: Mulder, this kid belongs in a hospital.  ",6,1
"SCULLY: Mulder, you can't just take him on some snipe hunt. He's in no condition. He belongs in a bed under constant medical care. Listen to me. What I'm saying is in your best interest, okay? We have to take every precaution. We have to make every effort to ensure that nothing happens to this boy because whatever he is, whatever gives him the ability to do what he does, he's your scientific evidence. It's just like we said. He could be the key to everything in the X-Files.  ",6,1
"SCULLY: No, but what if he could corroborate everything that you're saying? This boy could be our last, best chance.  ",6,1
"SCULLY: Mulder, what's going on?  ",6,1
SCULLY: Where are you going?  ,6,1
"SCULLY: You're going to be fine, Gibson. You're going to be okay.  ",6,1
SCULLY: We're going to get you well.  ,6,1
"SCULLY: (guilty and sorry) We have to run some more tests, Gibson.  ",6,1
"SCULLY: You're a very special boy, Gibson. You know that yourself.  ",6,1
"SCULLY: (on phone) Mulder, I found something. I found something you're not going to believe.  ",6,1
"SCULLY: (on phone) We did blood tests on Gibson and, Mulder, there's evidence of the virus in his system.  ",6,1
SCULLY: (on phone) I'm almost positive.  ,6,1
"SCULLY: (on phone) I don't know  I don't know, but I think we're on to something. We're on to something huge-- a link.  ",6,1
SCULLY: (on phone) What?  ,6,1
SCULLY: There was a little boy in that room and he's gone. Does anybody know what happened to that little boy? His name is Gibson Praise. He was just in that room. Does anybody know what the hell is going on?!  ,6,1
SCULLY: That little boy that I brought in is missing.  ,6,1
SCULLY: He's not here!  ,6,1
"SCULLY: (closing the door) Everything WE were told, Mulder.  ",6,1
"SCULLY: You know, Agent Fowley's report to OPR painted the facts in an interesting way. I hope you haven't been betrayed.  ",6,1
"SCULLY: Mulder, Agent Fowley's report states that the man you saw attacked was bludgeoned by an unknown subject. She makes no mention of a little boy who as it happens, is nowhere to be found. It would seem that her report protects everything but you.  ",6,1
"SCULLY: I don't doubt what you saw, Mulder. I don't doubt you. I'm willing to believe, but not in a lie and not in the opposite of what I can prove. It comes down to a matter of trust. (he looks up at her) I guess it always has.  ",6,1
SCULLY: I'm asking you to trust my judgment. To trust me.  ,6,1
"SCULLY: Mulder, these are test results. DNA from the claw nail we found matching exactly the DNA from the virus you believe is extraterrestrial.  ",6,1
SCULLY: Which matches exactly DNA that was found in Gibson Praise.  ,6,1
"SCULLY: No. It's a part of his DNA. In fact, it's a part of all of our DNA. It's called a genetic remnant. It's inactive junk DNA. Except in Gibson it's turned on.  ",6,1
SCULLY: It would mean that all of us are.  ,6,1
"SCULLY: Uh, Virgil Nokes? I'm Agent Scully. This is Agent Mulder. We're with the FBI.  ",6,2
"SCULLY: No, sir. Federal Bureau of Investigation.  ",6,2
"SCULLY: Uh, sir, this is just a routine check but, uh, we understand that you recently placed an order for 5,000 pounds of ammonium nitrate fertilizer.  ",6,2
SCULLY: Excuse me?  ,6,2
"SCULLY: Yeah. Well, as we said, sir this is just routine.  ",6,2
SCULLY: (knowing exactly what MULDER is doing) We'll be happy to help what?  ,6,2
"SCULLY: (definite) Mulder, we're not going to Nevada.  ",6,2
"SCULLY: No. Sorry, Mulder. We have a whole new assignment.  ",6,2
"SCULLY: Look, Mulder, like it or not, humiliated or not, we're on domestic terrorism now and, yes, this is... This is a punishment but if we want to get back to where we want to be we have to follow orders. We can't freelance.  ",6,2
"SCULLY: I think that the obvious assumption is that the woman was shot, regardless of what the police say. Maybe it was a sniper.  ",6,2
"SCULLY: Captain, he may need medical attention.  ",6,2
"SCULLY: (reading) Patrick Garland Crump of Montello, Nevada.  ",6,2
SCULLY: I'm thinking while we're here I might take a look at Mr. Crump's wife.  ,6,2
SCULLY: There's no gunpowder residue... No carbon stippling. There seems to be no evidence of an entry wound whatsoever.  ,6,2
"SCULLY: I'm finding what look like fragments of petrous bone embedded in the remaining portion of the auditory canal. In fact, I seem to be looking straight through to the osseous labyrinth or what's left of it.  ",6,2
SCULLY: May I?  ,6,2
SCULLY: There seems to be some kind of tumefaction within the lateral sinus.  ,6,2
"SCULLY: (on phone) Oh, God. Come on, Mulder.  ",6,2
"SCULLY: Hey, you, out! This lab is quarantined. Go! (locks doors) Mulder?  ",6,2
"SCULLY: (on phone) Mulder, it's me. You know how to pick them, I'll tell you that. Look, I have no idea what killed this woman but I have to assume it's communicable.  ",6,2
SCULLY: (on phone) Another body has been found just outside of Montello --- same apparent cause of death - some kind of massive aneurysm or rupture.  ,6,2
"SCULLY: (on phone) And Mulder, I've called the CDC. They're on their way but Patrick Crump may be infected. So you need to quarantine his cell and make sure that anybody who's had any close contact with him whatsoever has been quarantined as well, and that means you, Mulder. You're to have no contact with him whatsoever.  ",6,2
SCULLY: (on phone) Mulder?  ,6,2
SCULLY: Where are they?  ,6,2
SCULLY: Where are they going?  ,6,2
SCULLY: Roadblock?  ,6,2
SCULLY: All right. I want the CDC on-site. I want the officers making the arrest to be wearing level two or better anti-contamination suits. I want the car decontaminated. I want Agent Mulder and Crump decontaminated. I want them quarantined separately.  ,6,2
"SCULLY: What's the report, Captain?  ",6,2
SCULLY: How did Crump know to avoid the roadblock?  ,6,2
SCULLY: Maybe Agent Mulder steered him away from it.  ,6,2
SCULLY: Maybe he knew something that we don't.  ,6,2
SCULLY: Anything?  ,6,2
"SCULLY: No, no. Not necessarily. I mean, something killed these people.  ",6,2
SCULLY: Sorry. Excuse me. (on phone) Scully.  ,6,2
"SCULLY: (on phone) Yes, sir.  ",6,2
"SCULLY: (on phone) Sir, I am not currently in the state of Idaho.  ",6,2
"SCULLY: (on phone) In the course of prosecuting our assignment in Idaho, Agent Mulder and I came across a situation in Nevada which we both strongly felt needed our immediate attention.  ",6,2
"SCULLY: (on phone) Thank you, sir.  ",6,2
SCULLY: (taking latest victim's chart) Can I see that for a minute? (reading) This man worked at Silver State Power reading meters.  ,6,2
SCULLY: What if he read the meter at Vicky Crump's place?  ,6,2
"SCULLY: Okay, I want a thorough search with an eye to the usual disease vectors.  ",6,2
SCULLY: I think we're witnessing the same pathology here.  ,6,2
SCULLY: Let's go.  ,6,2
SCULLY: Hang on. Let me sedate him.  ,6,2
"SCULLY: Dogs, housewives... Whatever this thing is, it doesn't discriminate.  ",6,2
SCULLY: Look at that.  ,6,2
SCULLY: Hello! Hello?  ,6,2
SCULLY: Doctor? (he joins her) Hello? Hello?  ,6,2
"SCULLY: Oh, no. It's okay, ma'am.  ",6,2
SCULLY: It's all right. I'm sorry.  ,6,2
SCULLY: It's okay. It's okay.  ,6,2
SCULLY: (to DOCTOR) One deaf woman survives unscathed while everything else around her dies. Why?  ,6,2
SCULLY: The pathology of this thing... It affects the inner ear and this area right here is ground zero. What if what we're looking for is some kind of a sound?  ,6,2
SCULLY: Oh. Excuse me. (on phone) Scully.  ,6,2
SCULLY: (on phone) Come again?  ,6,2
"SCULLY: (on phone) Yeah, yeah, yeah. Read it to me.  ",6,2
SCULLY: (on phone) Take him at his word. Let him through.  ,6,2
SCULLY: (on phone) I'll take that under advisement.  ,6,2
SCULLY: Lieutenant Breil? My name is Dana Scully. I called in regard to the electrical equipment the Navy is maintaining in the town of Montello.  ,6,2
SCULLY: My Washington office?  ,6,2
"SCULLY: Oh, I'm... I'm so sorry to make you run through it again, uh... For my official report to the, uh... To the FCC.  ",6,2
SCULLY: The ground conduction radio-- th-that would be Project Seafarer?  ,6,2
"SCULLY: Sure, sure. Um... Would you happen to know what effect such a surge might have on, uh... On an organism... Say, a... Say, a human being? (pause) Theoretically speaking.  ",6,2
"SCULLY: (on phone) Mulder, are you okay?  ",6,2
"SCULLY: (on phone) I'm just about to board a justice department jet... Hopefully, I'll overshoot you.  ",6,2
"SCULLY: (on phone) I don't know, Mulder. You tell me.  ",6,2
"SCULLY: (on phone) Well, I think I have a loose theory as to what caused this.  ",6,2
"SCULLY: (on phone) Okay. Mulder, you know what ELF waves are? Extremely low radio transmissions?  ",6,2
"SCULLY: (on phone) Well, Seafarer has an antenna array stretching beneath the edge of Patrick Crump's property. Now, ELF fields have been shown to... To produce biological effects in human tissue inducing electrical currents, altering chemical reactions.  ",6,2
"SCULLY: (on phone) What if some overload some... Some hum from this system could somehow match the resonant frequency of the human skull? I mean, what if it could induce a like hum that could... That could somehow exert a rising pressure on the labyrinth of the inner ear in a sense shattering it?  ",6,2
"SCULLY: (on phone) I don't know, Mulder, I don't know. I mean... I mean, maybe it has to follow certain lines of force electrical or magnetic. I mean, maybe...  ",6,2
"SCULLY: (on phone) Well, I think I know, Mulder, but it's nothing that Mr. Crump is going to like.  ",6,2
SCULLY: Get ready!  ,6,2
"SCULLY: Sir, Agent Mulder has been through a lot.  ",6,2
"SCULLY: I'm not apologizing for this. Because of his work, the DOD is shutting down their antenna array in northeastern Nevada. Our participation in this case has saved lives.  ",6,2
"SCULLY: (""yeah, right"" tone) Right.  ",6,2
"SCULLY: (under her breath, but loudly enough to be heard) Big piles of manure.  ",6,2
SCULLY: What are you guys doing here?  ,6,3
SCULLY: What do you mean?  ,6,3
"SCULLY: Okay, where are we going?  ",6,3
SCULLY: (impatient) I have ears. Will you tell me what's going on?  ,6,3
SCULLY: Disappeared from where?  ,6,3
SCULLY: I don't understand. What am I looking at?  ,6,3
SCULLY: The Queen Anne? The British luxury liner?  ,6,3
SCULLY: It was torpedoed by a German U-boat.  ,6,3
SCULLY: There's another?  ,6,3
SCULLY: So you're saying the Queen Anne just disappeared.  ,6,3
SCULLY: That's impossible.  ,6,3
SCULLY: There's nothing on here.  ,6,3
SCULLY: To get where?  ,6,3
SCULLY: He's gone out here?  ,6,3
SCULLY: What's happened to him?  ,6,3
"SCULLY: Well, we have to get help.  ",6,3
SCULLY: What do you need?  ,6,3
SCULLY: (writing down the information) Wait for me downstairs.  ,6,3
SCULLY: (to SKINNER's SECRETARY) I need to speak with him.  ,6,3
SCULLY: Is he in?  ,6,3
"SCULLY: Sorry, this can't wait.  ",6,3
SCULLY: Sir?  ,6,3
"SCULLY: I just received some very disturbing information, sir. I need your help.  ",6,3
"SCULLY: Sir, I couldn't waste time explaining myself to your assistant.  ",6,3
SCULLY: It's about Agent Mulder. He's done something incredibly rash.  ,6,3
SCULLY: He may be lost at sea.  ,6,3
SCULLY: You can't what?  ,6,3
SCULLY: This isn't for me; it's for Agent Mulder.  ,6,3
SCULLY: Don't you want to know what this is about?  ,6,3
