mulder_lines,season,episode
"MULDER: I concluded that, that we were probably looking for a salesman. Someone who, who traveled around a lot, someone who could gain people's confidence, someone ordinary.  ",4,8
"MULDER: We never found them, but we didn't need them to make the case. We had him cold on thirteen counts of murder. He admitted to thirteen. Polygraph said he was telling the truth. But that always bugged me about this case. I always wanted to find those hearts and count them, see if they really added up to thirteen. I guess they didn't.  ",4,8
MULDER: So you think that I've somehow had this information about a fourteenth victim all the time and I've been processing it unconsciously?  ,4,8
MULDER: 1975 is too early.  ,4,8
MULDER: That would mean Roche started way before we thought he did.  ,4,8
"MULDER: Yes, sir, and he won't get out.  ",4,8
MULDER: It's not a good job.  ,4,8
MULDER: Sir?  ,4,8
"MULDER: Roche's car... Roche drove a white El Camino, Scully. I saw it in my dream.  ",4,8
"MULDER: The cloth hearts he collected, he would have wanted to keep them close to him. For a traveling salesman, that means inside the car, right?  ",4,8
"MULDER: Well, he doesn't have them in prison, the cell is searched regularly, his mail is examined. His car was sold at auction in 1992, put beyond his reach. It's worth a look, Scully. We've got to find those hearts in order to count them.  ",4,8
MULDER: Not by me.  ,4,8
MULDER: Helping him detail.  ,4,8
"MULDER: ""Mad Hat...""  ",4,8
"MULDER: Eight... nine, ten... eleven, twelve... thirteen, fourteen...  ",4,8
MULDER: He had two more victims.  ,4,8
MULDER: Agent Scully.  ,4,8
"MULDER: We found Addie Sparks, John.  ",4,8
"MULDER: Sixteen victims, John. How come you only said there were only thirteen?  ",4,8
"MULDER: Why don't you tell us about your last two victims, then?  ",4,8
MULDER: You can gain one moment of decency in your life. You can finally let those families put their daughters to rest.  ,4,8
MULDER: Samantha...  ,4,8
"MULDER: ""The Magician"" comes on at nine.  ",4,8
MULDER: They're next door at the Galbrands'. They left me in charge.  ,4,8
MULDER: Samantha!  ,4,8
"MULDER: Yesterday, you said something about me taking it personally. Why did you say that to me?  ",4,8
MULDER: November. Twenty-seventh of November. Do you know what I'm getting at?  ,4,8
MULDER: What do you know about my sister?  ,4,8
"MULDER: He was there, Scully. He was in the house. He took Samantha.  ",4,8
"MULDER: A dream is an answer to a question we haven't yet figured out how to ask, right? Something buried in your subconsciousness. You heard him in there, he knew something. He mentioned being on Martha's Vineyard.  ",4,8
"MULDER: Well, how would he find out about that?  ",4,8
MULDER: Looking for what?  ,4,8
"MULDER: My last dream came true. Scully, do you believe that my sister Samantha was abducted by aliens?  ",4,8
MULDER: I don't know. I don't know what happened. I don't know what to believe. I just know that I have to find out now.  ,4,8
"MULDER: Mom, I'm in the basement.  ",4,8
MULDER: Do you recognize... these fabrics? Either one of them?  ,4,8
MULDER: Just look closely. Do... do they seem familiar to you?  ,4,8
MULDER: Just familiar. Have you seen them before?  ,4,8
MULDER: It's all right.  ,4,8
"MULDER: Dad never bought you a vacuum cleaner, did he?  ",4,8
MULDER: Where is it?  ,4,8
MULDER: Sir? I've been denied further access to John Lee Roche. I've been told that order comes down from you.  ,4,8
MULDER: Sir...  ,4,8
MULDER: I have reason to believe he can tell us what happened to my sister Samantha.  ,4,8
"MULDER: I need to know. I just need to speak with him one more time, sir.  ",4,8
MULDER: No. You don't get to touch them. They stay in the bag. Name them.  ,4,8
MULDER: How could you know what I said?  ,4,8
"MULDER: If that's true, tell me where my sister is.  ",4,8
MULDER: What?  ,4,8
"MULDER: Help me, Scully.  ",4,8
"MULDER: It's not her, Scully. Am I right? Samantha broke her collarbone when she was six.  ",4,8
"MULDER: It's somebody, though.  ",4,8
"MULDER: If that's true, tell me where.  ",4,8
MULDER: You just want to get out of here.  ,4,8
MULDER: This is Special Agent Fox Mulder with the F.B.I.  ,4,8
MULDER: Keep your hands in your lap.  ,4,8
MULDER: Excuse me.  ,4,8
"MULDER: Excuse me, I have to get by.  ",4,8
MULDER: Now!  ,4,8
MULDER: Go.  ,4,8
MULDER: Where'd they go?  ,4,8
MULDER: Go on.  ,4,8
MULDER: And then what did you do?  ,4,8
MULDER: That's exactly how it happened? Right here in this room?  ,4,8
MULDER: Wrong house.  ,4,8
"MULDER: No. No, but I think I know what happened. Somehow you got inside my dreams.  ",4,8
"MULDER: I profiled you. I got inside your head, maybe you got inside mine. Maybe some nexus or connection was formed between us and through that, you got access to my memories of my sister Samantha and you used them against me for this.  ",4,8
"MULDER: And you're in the wrong house, you stupid son of a bitch! You were never here, you liar!  ",4,8
"MULDER: Yeah, but you remember all the other details so vividly. That's because you watched it through my eyes... through my dreams.  ",4,8
"MULDER: You must have been one hell of a salesman, Roche. First flight's at six A.M. Why don't you enjoy your last few hours of freedom? Come on.  ",4,8
"MULDER: He must have done it in my sleep, I had another dream.  ",4,8
MULDER: He took the last cloth heart.  ,4,8
MULDER: I don't.  ,4,8
MULDER: Yeah.  ,4,8
MULDER: Where's your phone?  ,4,8
"MULDER: Yeah, please put me through to your supervisor.  ",4,8
"MULDER: This is Fox Mulder of the F.B.I. I'd like a passenger manifest for flight sixteen-fifty from Washington National to Boston, 8:50 P.M. last night. My badge number is J-T-T...  ",4,8
MULDER: It's not your fault. It's my fault.  ,4,8
"MULDER: None of that really matters now, does it?  ",4,8
"MULDER: There's no reason for that, he knows we're going to catch him. He just needs it be sooner than later. He's going to stay in the Boston area. It'll be somewhere nearby.  ",4,8
"MULDER: Try to relive some past glory? Is that what you're thinking? I don't know, what?  ",4,8
MULDER: He's there.  ,4,8
"MULDER: Alice, ""Alice in Wonderland,"" he's the Mad Hatter.  ",4,8
MULDER: That's where he got the idea in the first place.  ,4,8
MULDER: He never brought anyone here.  ,4,8
"MULDER: Are you okay, Caitlin?  ",4,8
"MULDER: Caitlin, can you do me a favor? Can you count to twenty? Can you do that? Will you close your eyes and count to twenty out loud, quietly and slowly?  ",4,8
MULDER: Don't make this end badly.  ,4,8
MULDER: How?  ,4,8
"MULDER: We can't go in too soon. We have to be patient, it'll happen.  ",4,9
"MULDER: I've received receipts over the past few weeks for detonation cord, for racing and diesel fuel, and for 80 bags of ammonium nitrate purchased in cash in three different states under three different signatures.  ",4,9
"MULDER:  I've received two new receipts, one for first and last on this storage space, and one to rent a two-ton truck yesterday. Both with the same signatures. We could be looking at the next Oklahoma City.  ",4,9
MULDER:  Hold it.  ,4,9
MULDER:  I counted two men.  ,4,9
MULDER: Get out of the truck.  ,4,9
MULDER: Get out of the truck!  ,4,9
MULDER: Let me see your hands! Hands in the air!  ,4,9
MULDER: You son of a bitch!.  ,4,9
"MULDER: Oh, come on, Krycek!  ",4,9
MULDER: I'm sure you had no trouble adapting.  ,4,9
"MULDER: You're full of crap, Krycek. You're an invertebrate scum-sucker whose moral dipstick is about two drops short of bone dry.  ",4,9
MULDER: Then why don't you put a bullet in his head like you did that man out there?  ,4,9
MULDER:  The only thing that will destroy this man is the truth.  ,4,9
MULDER: (smiles) We can't help you Krycek.  ,4,9
"MULDER: There it is, Air Lacayo, 6:45. Fifteen minutes ago.  Come on, let's go.  (Places a hand on Krycek's back, urges him forward.)  ",4,9
MULDER: Show him.  ,4,9
"MULDER: Expose it for him, Scully.  ",4,9
"MULDER: What did you get for Halloween, Charlie Brown?  ",4,9
"MULDER: I need to speak with you, sir.  ",4,9
MULDER: I need your authorization to provide a safe house.  ,4,9
MULDER:  (Reaches to his left and yanks Krycek into view by the collar of his jacket.  He has his baseball cap again.)  This man has information about extreme-right militia that could save the lives of innocent Americans.  ,4,9
"MULDER: But you have an idea, don't you?  ",4,9
MULDER:  Is it valuable?  ,4,9
MULDER: I think we'd all like to know what's in that rock.  ,4,9
MULDER (on phone): Thank you.  ,4,9
"MULDER: Big dead end at the State Department, but U.S. Customs officials detained another courier on a similar visa in Honolulu two nights ago. He was coming from Russian Georgia carrying some kind of toxic soil sample.  ",4,9
"MULDER: Yes, which leads me to believe what's in this rock we intercepted are answers beyond the existence of extraterrestrial life. Even beyond the conspiracy to cover up that existence.  ",4,9
MULDER: Why all this effort to get it onto U.S. soil? I think what Alex Krycek has given us is the pivotal piece to an even larger plot.  ,4,9
MULDER: Who wants to expose the same men that we do and will go to any lengths to succeed.  ,4,9
MULDER: I'm with Scully. We're on our way out to NASA-Goddard.  ,4,9
MULDER: Explain yourself about what?  ,4,9
MULDER: Pull over here.  ,4,9
MULDER: I'm gonna take a cab.  ,4,9
MULDER: I want you to find out about that rock. Call me as soon as you do. (Gets out of car. )  ,4,9
"MULDER: We're going to walk out of here like nothing happened. If anybody speaks to us, you say nothing.  ",4,9
"MULDER (whacking Krycek's forehead): Stupid-ass haircut!  (Grabs Krycek by the front of his jacket, as if he's going to punch him)  ",4,9
MULDER: Who is he?  ,4,9
MULDER: Yeah?  ,4,9
MULDER: What is it?  ,4,9
MULDER: I think you better find out. I want you to get me an address in New York. You're going to have to go through the Bureau to get that.  ,4,9
MULDER: Fox Mulder.  ,4,9
MULDER: I need your help.  ,4,9
"MULDER: FBI database. I'm sorry, it's a matter of extreme urgency. A diplomatic pouch left Russia and arrived here in the U.S. Two men are dead. I need to know why.  ",4,9
MULDER: Krasnoyarsk?  ,4,9
MULDER: That's just north of Tunguska.  ,4,9
MULDER: Yeah.  ,4,9
"MULDER: My cell phone. I gotta book myself on a flight to Krasnoyarsk, Russia.  ",4,9
MULDER: Find my cell phone?  ,4,9
MULDER: Why? Why are you helping me?  ,4,9
MULDER: How long will it take?  ,4,9
MULDER: Making travel arrangements.  (He puts key in ignition. The car clock comes on as the engine starts; it's 3:15.)  ,4,9
MULDER: To follow the pouch.  ,4,9
MULDER: Yeah.  ,4,9
"MULDER: I'm leaving the window rolled down. If I'm not back in a week, I'll call Agent Scully to come bring you a bowl of water.  ",4,9
MULDER: What did you say to me?  ,4,9
MULDER: You called me a bad name.  ,4,9
"MULDER (smiling): You speak Russian, Krycek?  ",4,9
MULDER: Let's go. (beckons)  ,4,9
"MULDER: June 30, 1908. Tungus tribesmen and Russian fur traders look up into the southeastern Siberian sky and see a fireball streaking to Earth. When it hit the atmosphere, it created a series of cataclysmic explosions that are considered to be the largest single cosmic event in the history of civilization. Two thousand times the force of the bomb that was dropped on Hiroshima.  ",4,9
"MULDER: It's been speculated that it was a piece of a comet, an asteroid, or even a piece of anti-matter. The power of the blast leveled trees in a radial pattern for 2000 kilometers. No real definitive evidence has ever been found to provide a satisfying explanation of what it was.  ",4,9
MULDER: I think somebody found that evidence. And the explanation is something that nobody ever dreamed of.  ,4,9
MULDER: Looks like some kind of mining camp.  ,4,9
MULDER: Oh!  ,4,9
MULDER:  I don't think they're miners.  ,4,9
MULDER: Run!  ,4,9
MULDER: I don't speak Russian.  ,4,9
MULDER: Told me what?  ,4,9
MULDER: I wasn't brought here.  I came here looking for something.  ,4,9
MULDER: What is this place?  ,4,9
MULDER: How do you know?  ,4,9
MULDER: To what?  ,4,9
MULDER: What did you tell them?  ,4,9
MULDER: What are you saying?  ,4,9
MULDER: Who are you?  ,4,9
MULDER: Why are you here?  ,4,9
MULDER: What kind of experiment?  ,4,9
MULDER: NO!  ,4,9
MULDER: How long have I been lying here? ,4,10
MULDER: Theyve done this to you? ,4,10
MULDER: What did they do to me. ,4,10
MULDER: Black Cancer? ,4,10
MULDER: (advancing toward a hole in the wall where the other prisoners eyes are visible) Who are you? ,4,10
MULDER: You helped them find the rock? ,4,10
MULDER: How many men have dies here? ,4,10
MULDER: Is that what they say the tests are for...to find a cure? ,4,10
"MULDER: What happened to the man who was in the cell with me, Krycek? ",4,10
MULDER: Im not going to die... ,4,10
"MULDER: I have to live long enough to kill that man, Krycek. (The prisoner passes something through the hole. Mulder examines it...it looks like a crude knife.) Where did you get this? ",4,10
MULDER: Youd rather suffer the torture? ,4,10
MULDER:  Where are we going? ,4,10
"MULDER:( draws knife from his pocket and breaks out of the line. He runs towards Alex and knocks him into the bed of the truck. He punches Krycek in the face, knocking our beloved hero unconscious. Mulder holds the guards at bay with the knife and manages to get into the cab of the truck and drive out of the yard. The prisoners cheer as Mulder drives away with Alex still lying in the truckbed. The in charge man sends guards after them on horseback. The guards shoot at them, but Mulder only drives faster. Alex slowly wakes up. He angrily pounds the glass behind Mulder's head. Sensing that he is in danger, he rolls off the truck, landing hard on his right arm. Mulder realizes too late that the brakes of the truck have given out. He is forced to crash the truck into a ditch.  ",4,10
MULDER: No Russian. ,4,10
MULDER: Tell your husband Im sorry about his truck. ,4,10
MULDER: Yeah. ,4,10
MULDER: Why dont they kill you? ,4,10
"MULDER: Well, I have to go now. ",4,10
MULDER: Theyll come looking for me. Theyll come looking for you. ,4,10
MULDER: I dont know what youre talking about. What other ways? ,4,10
MULDER: You dont understand...these tests. The smallpox scar on your arm is some kind of identification. You have to help me escape. Ill help you escape. You have to help me get to St. Petersburg. (there is a sound at the door. Mulder spins around. The driver is standing in the doorway with a large knife.)  ,4,10
MULDER: What is the question? (they all gasp and turn to see Mulder- with BOTH arms.) ,4,10
MULDER: I get to put my arms around you...both of them. ,4,10
"MULDER: Its been a long, strange trip. ",4,10
MULDER: So have I. ,4,10
MULDER: Boca Raton? ,4,10
MULDER: May we come in? ,4,10
MULDER: Scully.(Scully walks over) These people are test subjects. Theyve all been poisoned. ,4,10
MULDER: Everything thats happened....every death weve seen can be traced back to one man. ,4,10
"MULDER: Well, he isnt working alone.(They are led into a cell block). Terry Edward Mayhew. Can we talk with you...have a little off the record chat? ",4,10
MULDER: Alex Krycek. ,4,10
MULDER: The man who set you up....you and the members of your militia. ,4,10
MULDER: You came into contact with him in North Dakota salvaging materials from a missile silo. ,4,10
MULDER: What was he looking to build? ,4,10
MULDER: Did he ever mention Black Cancer. ,4,10
MULDER: Wait a second. You said there were...uh..two devices. What happened to the other bomb? ,4,10
MULDER: (looses his patience and throttles Mayhew). ,4,10
MULDER: You want to know about anarchy? You dont tell me where that other bomb is and Ill make sure you spend your prison time on your bigoted hands and knees putting a big smile on some convicts face. ,4,10
MULDER: Where? ,4,10
"MULDER: Thank You.(releases him and heads out of cell) Scully, get on the phone and get the license numbers for any two-ton trucks stolen in North Dakota in the last six months. Then call Canadian border authorities and have them stop any truck fitting that description. Tell them theyre looking for a bomb. ",4,10
"MULDER:  This has been a big setup from the beginning- almost perfectly executed. Someone used Krycek, then Krycek used us...someone who didnt want that rock in American hands. ",4,10
MULDER: Where would you put this rock if you didnt want it to be found? ,4,10
MULDER: Go back to the refinery. See if you can find anybody who knows anything about that truck. ,4,10
"MULDER: Peers into the pipe.  Sees a box, but cant reach it. Suddenly, the oil well next to him comes on, coating the ground and Mulder with oil. He is still trying to reach the box.) ",4,10
MULDER: (hears a beeping sound. The bomb is about to detonate. He runs away.  He is barely out of harms way as the bomb explodes. ,4,10
"MULDER:(interrupting) Why is this so hard to believe? When the accepted discovery of life off this planet is on the front page of every newspaper around the world? When the most conservative scientists and science journals are calling for the exploration of Mars and Jupiter? With every reason to believe that life and the persistence of it is thriving outside our own terrestrial sphere? If you cannot get past this, then I suggest this whole committee be held in contempt, for ignoring evidence that cannot be refuted. ",4,10
MULDER: Then why are we here today?!? ,4,10
"MULDER: Tres dias. Muy incredible, no?  ",4,11
"MULDER: Well, according to eyewitnesses, the death were investigating was preceded by a Fortean event. Thats a highly unusual or infrequent meteorological phenomenon also known as a transient.  ",4,11
"MULDER: Yeah. Witnesses described a bright flash about 30 degrees off the horizon, then a hot yellow rain fell from a cloudless sky. Fortean researchers call these ""liquid falls."" Black and red rains are the most common, but there have also been reported cases of blue, purple and green rains.  ",4,11
"MULDER: Yeah. Great album. Deeply flawed movie, though.  ",4,11
"MULDER: Fortean events have been linked to alien encounters, cattle mutilations, the kind of exsanguinated animal carcass you were just looking at.  ",4,11
MULDER: I would assume so.  ,4,11
"MULDER: Nobody cares, Scully. The victim and many of the witnesses are illegal immigrants. Migrant farm workers.  ",4,11
MULDER: I thought it might be important to talk to them. Before they migrated.  ,4,11
MULDER: No La Migra! No La Migra!  ,4,11
MULDER: No La Migra.  ,4,11
"MULDER: Its all right. We dont want to take anybody away. Relax. No, its okay. Tranquile.  ",4,11
MULDER: We want to know what happened to Maria Dorantes. (FLAKITA does not answer.) Does anybody know what happened to Maria Dorantes? Did anybody see anything?  ,4,11
"MULDER: (to SCULLY) Yeah, its a Mexican folktale. El Chupacabra, the goatsucker. Its a small gray creature with a big head and a small body and big black bulging eyes.  ",4,11
MULDER: (After a look to SCULLY) Did you see the Chupacabra?  ,4,11
"MULDER: Uh, how do you explain the uh, the yellow rain and the dead goat over the hill?  ",4,11
"MULDER: I doesnt make a whole lot of sense, Scully.  ",4,11
"MULDER: I admit, theres a strong suspicion of motive and intent - but the amount of detail, the description of that Chupacabra ...  ",4,11
"MULDER: Local cops dont care, Scully. I dont know who does.  ",4,11
MULDER: Find out what killed Maria Dorantes. Take a look at her body.  ,4,11
"MULDER: Try to find this man, Eladio Buente.  ",4,11
MULDER: (entering LOZANOS office holding badge) Agent Lozano? Im Special Agent Mulder. Im with the FBI.  ,4,11
MULDER: Were investigating the death of a migrant worker.  ,4,11
MULDER: Im looking for a man named Eladio Buente. He hasnt been seen for three days and hes not in police custody. I thought he might be in INS custody.  ,4,11
MULDER: So you are telling me that no one here uses their real name.  ,4,11
MULDER: Possibly the murder of a woman named Maria Dorantes.  ,4,11
MULDER: Yeah. Youve heard of it. You dont believe in it?  ,4,11
MULDER: Ive heard that.  ,4,11
MULDER: Why is he segregated like this?  ,4,11
MULDER: They think hes the Chupacabra.  ,4,11
MULDER: Ask him if he killed Maria Dorantes.  ,4,11
MULDER: What did he say?  ,4,11
MULDER: Ask him what happened.  ,4,11
MULDER: Hmm.  ,4,11
MULDER: Whats going to happen to him?  ,4,11
MULDER: There any way to delay that?  ,4,11
MULDER: Try to solve an unexplained death.  ,4,11
"MULDER: Yeah, I found him.  ",4,11
"MULDER: Not exactly, no.  ",4,11
MULDER: Flash of light ... yellow rain .. Maria! (yells) Maria!!!  ,4,11
MULDER: A fungus?  ,4,11
MULDER: And it can kill?  ,4,11
MULDER: You dont think thats weird.  ,4,11
MULDER: It still doesnt explain the flash of light and the yellow rain. And El Chupacabra.  ,4,11
MULDER: What does it look like?  ,4,11
MULDER: The same fungus that killed Maria Dorantes?  ,4,11
"MULDER: (to LOZANO, who is looking at the driver) Did you find him?  ",4,11
"MULDER: Agent Lozano, this is my partner, Agent Scully.  ",4,11
"MULDER: Im not so sure about that, Scully. (SCULLY gives him a ""what?!"" look.)  ",4,11
"MULDER: Im not questioning that, but right now Eladio Buente is the only connection we have to this death and to the death of Maria Dorantes, which is why I need you to spare any manpower you can to try to find him.  ",4,11
MULDER: Good. You should do that. While Agent Lozano and I try to find El Chupacabra.  ,4,11
MULDER: (pointing to graffiti) The storys out.  ,4,11
MULDER: So they really dont think hes the Chupacabra?  ,4,11
MULDER: Did you tell them about the fungal infection?  ,4,11
MULDER: What will become of him?  ,4,11
MULDER: Hell kill him  ,4,11
MULDER: So we got to find him first.  ,4,11
"MULDER: Well, in this case, hell curse the man who doesnt.  ",4,11
"MULDER: (voice) Hey, Scully. Where are you?  ",4,11
"MULDER: (voice) Responsible, how?  ",4,11
MULDER: (voice) Hows he spreading it?  ,4,11
"MULDER: (voice) I saw this man, Scully. He was unaffected.  ",4,11
MULDER: (on phone) Youre saying its a new strain?  ,4,11
"MULDER: Lozano, careful. (on phone) Scully, Ive been thinking. I know thats dangerous, but just bear with me. These Fortean transients that the women described? They could have been caused by an object falling at a high rate of speed through the atmosphere creating a sonic boom and a flash of light. What astronomers call a bollide.  ",4,11
MULDER: (on phone) Created by a meteorite or a piece of extraplanetary material - of which two thousand tons falls to the Earth every day. Now - now this yellow rain. Space debris could have fallen into a nearby lake superheating the water and sending it skyward. Which would mean this is alien.  ,4,11
"MULDER: (on phone) Oh, and the fungus ...  ",4,11
"MULDER: (on phone, reluctantly obeying) Kay. (hangs up)  ",4,11
"MULDER and LOZANO are tailing ELADIO among the tractor trailers. ELADIO is coughing, appears very sick.)  ",4,11
"MULDER: Eladio! (ELADIO runs, followed by MULDER and LOZANO. To LOZANO) Dont touch him.  ",4,11
MULDER: I lost him!  ,4,11
MULDER: (disgusted) Uh!  ,4,11
MULDER: Agent Lozano! How does this man keep eluding us?  ,4,11
"MULDER: What about his brother, Soledad?  ",4,11
MULDER: Have you seen either of them?  ,4,11
MULDER: I think we should hold up a moment.  ,4,11
MULDER: Somethings going on here.  ,4,11
MULDER: Thats our man.  ,4,11
MULDER: Drop the gun!  ,4,11
MULDER: Apurate! Drop it!  ,4,11
MULDER: Hes been here.  ,4,11
MULDER: Eladio? Eladio Buente?  ,4,11
MULDER: Hows he going to get to Mexico?  ,4,11
MULDER: How are we going to find this man?  ,4,11
"MULDER: I dont know what to believe anymore, Scully. These people sure love their stories.  ",4,11
MULDER: He wont.  ,4,11
"MULDER: (having a Mulder leap of logic moment) Shes lying. If this man really thinks he killed Maria Dorantes, he wont be going to Mexico.  ",4,11
MULDER: The same place Agent Lozano and Eladios brother are going. Hes going to face his brother.  ,4,11
MULDER: God curses the man who stands between two brothers. Get on your cell phone and have a haz-mat team assembled. (Starts car.)  ,4,11
MULDER: I dont blame you.  ,4,11
"MULDER: At any rate, we arrived just after the haz-mat team ...  ",4,11
"MULDER: (voice) They established a perimeter, then secured the area. An eyewitness was found, but her testimony was questionable.  ",4,11
MULDER: (voice) Except on the body of Agent Lozano. We found him dead at the scene with a bullet wound to the chest.  ,4,11
"MULDER: (voice) Apparently, the brothers paid this man for a ride to Mexico, but they didnt get very far.  ",4,11
"MULDER: Outer space, sir.  ",4,11
"MULDER: (voice) The truth is, nobody cares.  ",4,11
"MULDER: It's an area also known for its history of racial tensions and hate crimes. Rosenbaum, Tawana Brawley..  ",4,12
MULDER: Where?  ,4,12
MULDER: Has he been arrested?  ,4,12
MULDER: Very Old Testament.  ,4,12
MULDER: Interesting how?  ,4,12
MULDER: Risen from the grave to avenge his own death?  ,4,12
MULDER: But you have your own idea.  ,4,12
MULDER: A resurrection hoax.  ,4,12
"MULDER: Yes, spectral figures are not often known to leave fingerprints. Casper never did.  ",4,12
MULDER: So there was a specific threat of violence?  ,4,12
MULDER: We would be happy not to disturb the grave site if you can tell us who that man is.  ,4,12
MULDER: Maybe...  ,4,12
"MULDER: ...but it's hard to fault his attitude when you see something like that. (He hands it to Scully.) Anybody delivering justice to a people who have known that kind of persecution and hatred, why wouldn't they protect him?  ",4,12
"MULDER: I'm not saying those kids deserve full prosecution under the law, but the hate mongering goes both ways.  ",4,12
"MULDER: I bet whoever published that knows the boys who murdered Isaac Luria. They might have a guess at who killed Tony Oliver, too.  ",4,12
MULDER: Why is that?  ,4,12
MULDER: Can you think of anyone who held a grudge?  ,4,12
MULDER: Did you?  ,4,12
"MULDER: Are you familiar with this? (He shows Bjunes the pamphlet.) We think those kids are familiar with it, enough to incite them to the murder of Isaac Luria.  ",4,12
MULDER: Who?  ,4,12
MULDER: A Jew pulled it off 2000 years ago.  ,4,12
MULDER: Bless you.  ,4,12
"MULDER: Yeah, second set of footprints, but the mud is too soft to take a mold.  ",4,12
MULDER: Looking for what?  ,4,12
"MULDER: That seems kind of redundant, doesn't it? Messing up somebody you already killed? I think they came here because they were afraid.  ",4,12
MULDER: Afraid that man they hated enough to kill wasn't really dead.  ,4,12
"MULDER: Look, there goes your theory of how Isaac's fingerprints got onto the victim's body. What's that look like to you?  ",4,12
MULDER: What's this? (He pulls out a book.) A little bedtime reading?  ,4,12
MULDER: FIRE!  ,4,12
MULDER: Have they ever been known to spontaneously combust?  ,4,12
MULDER: Is it printed on any special paper or any special ink?  ,4,12
MULDER: Is there anything that distinguishes the particular Sepher Vetzirah from any other such books?  ,4,12
MULDER: Next to your husband's grave.  ,4,12
"MULDER: What do you mean, would have meant?  ",4,12
MULDER: Yeah.  ,4,12
"MULDER: I got him, Scully.  ",4,12
"MULDER: Who killed them, Jacob?  ",4,12
MULDER: Hanging a man in self defense?  ,4,12
"MULDER: Is it any better? They found your book, your Sepher Vetzirah in Isaac's grave.  ",4,12
"MULDER: So, that puts you at a second crime scene.  ",4,12
MULDER: The truth.  ,4,12
MULDER: There was someone else in that attic with you. Who was it?  ,4,12
MULDER: Then you're a liar.  ,4,12
MULDER: He's not our killer though.  ,4,12
"MULDER: I think there was a second person in that attic, Scully. Weiss knows it too and he's protecting whoever it is.  ",4,12
MULDER: No. Somebody big enough and strong enough to knock me down.  ,4,12
"MULDER: Stick around, this could get interesting.  ",4,12
MULDER: To see a man about a burning book.  ,4,12
MULDER: There's something you didn't tell me... (Kenneth looks up. ) About the contents of this Sepher Vetzirah.  ,4,12
MULDER: I want to know about the myth of the Golem.  ,4,12
MULDER: It's the Golem that I'm interested in.  ,4,12
MULDER: That's what I was hoping you could tell me.  ,4,12
MULDER: Combinations found in that book?  ,4,12
MULDER: On the back of his hand?  ,4,12
MULDER: What's the secret word?  ,4,12
"MULDER: I don't speak Hebrew, I don't know what that means.  ",4,12
MULDER: So the Golem is an imperfect creation.  ,4,12
"MULDER: Destroyed, how?  ",4,12
MULDER: Yeah...  ,4,12
MULDER: Who?  ,4,12
"MULDER: Okay, I can be there in ten minutes.  ",4,12
MULDER: A man with a mission. Look at all the energy he spent spewing his hatred.  ,4,12
"MULDER: Well, there's no way Weiss could have killed him.  ",4,12
MULDER: I'm not so sure about that.  ,4,12
"MULDER: It's not a hoax, Scully. It never was.  ",4,12
MULDER: This is not Luria. Not really.  ,4,12
"MULDER: A ghost is spirit without form. I believe what we're looking for and what we're seeing here, is... is form without spirit. Something called a Golem.  ",4,12
MULDER: It's kind of a man made monster described in Jewish folklore. It's fashioned through mud and then animated through mystical incantation.  ,4,12
"MULDER: I don't think it was hate that created this, Scully. I think it was love.  ",4,12
"MULDER: Arial, it's Agent Mulder. Open the door.  ",4,12
"MULDER: She's not here, Scully.  ",4,12
MULDER: Because it's her wedding day.  ,4,12
"MULDER: Hang on, I've got a knife.  ",4,12
MULDER: Will he be all right?  ,4,12
MULDER: To find Arial.  ,4,12
MULDER: Arial?  ,4,12
MULDER: We found your father. He's alive. He's going to be okay. I know about Isaac. Where is he?  ,4,12
MULDER: All right. Come on. We gotta get outta here.  ,4,12
"MULDER: Come on, Arial.  ",4,12
MULDER: Stop or I'll fire.  ,4,12
MULDER: Saying goodbye.  ,4,12
MULDER: And these unknown craft. Where were the majority sighted?  ,4,13
MULDER: You said others. Are any of them with you in America?  ,4,13
MULDER: Can you verify each of you worked on the base?  ,4,13
"MULDER: ""Credentials""  ",4,13
"MULDER: If youre mentioned in ""Thread Three"" you must have been there on Gray October.  ",4,13
"MULDER: I made a last ditch effort to get out of it, but the Bureau is holding fast to its Federal Employees Vacation Policy. (Opens file cabinet) I havent taken a day off in four years, so either I take a week vacation now, or they start not paying me for eight weeks vacation time. I dont like it, but I got to do it. I got to pay the rent. I got to eat Part of me cant help thinking this is just another way to get me out of here. But it is only a week, and youll be here to keep an eye on things for me, so... heres a few things for you to keep an eye on while Im gone. (Sorts through files)  ",4,13
MULDER: What do you mean?  ,4,13
MULDER: (pointing behind him) I always assumed that that was your area.  ,4,13
"MULDER: Okay, so well have them send down another desk and there wont be any room to move around her but we can put them really close together face to face, maybe we can play some Battleship.  ",4,13
"MULDER: That contact that we met last night at the Wall who had the distinction of being present for a first - - - that being you abandoning me during questioning. In the future, Ill make sure that all those people being interviewed provide you with a multi-media laser show to keep your interest maintained. In any case his name is Sevlov Pudovkin. Hes a Russian immigrant with a doctorate in astronautical engineering. He and several other contacts worked at a military space center in the Republic of Karelia. They smuggled out reverse-engineered reports of two alien craft which crashed and were retrieved from the Sea of Barents.  ",4,13
"MULDER: At a high price, yeah.  ",4,13
"MULDER: Thats your assignment while Im gone. (SCULLY is not pleased) I want you to run an INS check and a Bureau NCIC check on these individuals. (Hands her a paper) All of whom now reside in the ""Little Russia"" section of Philadelphia. Ive also made arrangements for travel so you can administer eye-to-eye surveillance on their activities. (Hands her plane ticket.)  ",4,13
